Año,Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres
2010,El Progreso,"Desnutrición proteicocalórica, no especificada",19,9,10
2010,El Progreso,Diarrea y gastroenteritis de presunto origen infeccioso,17,7,10
2010,El Progreso,Fibrosis y cirrosis del hígado,16,13,3
2010,El Progreso,Insuficiencia renal crónica,15,11,4
2010,El Progreso,Secuelas de otros efectos y los no especificados de causas externas,15,15,-
2010,El Progreso,Tumor maligno de la próstata,14,14,-
2010,El Progreso,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",46,25,21
2010,El Progreso,Otras causas,389,222,167
2010,Sacatepequez,"Neumonía, organismo no especificado",131,74,57
2010,Sacatepequez,"Diabetes mellitus, no especificada",101,36,65
2010,Sacatepequez,Exposición a factores no especificados,74,61,13
2010,Sacatepequez,Infarto agudo del miocardio,73,33,40
2010,Sacatepequez,"Desnutrición proteicocalórica, no especificada",55,27,28
2010,Sacatepequez,Fibrosis y cirrosis del hígado,55,33,22
2010,Sacatepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",48,42,6
2010,Sacatepequez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",41,23,18
2010,Sacatepequez,Trastornos mentales y del comportamiento debidos al uso de alcohol,36,32,4
2010,Sacatepequez,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",31,17,14
2010,Sacatepequez,Diabetes mellitus no insulinodependiente,27,14,13
2010,Sacatepequez,Insuficiencia cardíaca,27,9,18
2010,Sacatepequez,Diarrea y gastroenteritis de presunto origen infeccioso,26,9,17
2010,Sacatepequez,Otras enfermedades cerebrovasculares,26,14,12
2010,Sacatepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,25,11,14
2010,Sacatepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",54,22,32
2010,Sacatepequez,Otras causas,705,376,329
2010,Chimaltenango,Todas las causas,"2,612","1,501","1,111"
2010,Chimaltenango,"Neumonía, organismo no especificado",306,180,126
2010,Chimaltenango,Insuficiencia cardíaca,179,77,102
2010,Chimaltenango,"Diabetes mellitus, no especificada",115,42,73
2010,Chimaltenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,114,102,12
2010,Chimaltenango,Infarto agudo del miocardio,106,53,53
2010,Chimaltenango,Exposición a factores no especificados,101,85,16
2010,Chimaltenango,Tumor maligno del estómago,97,43,54
2010,Chimaltenango,Enfermedad alcohólica del hígado,82,71,11
2010,Chimaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",69,28,41
2010,Chimaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",69,61,8
2010,Chimaltenango,"Desnutrición proteicocalórica, no especificada",61,29,32
2010,Chimaltenango,Fibrosis y cirrosis del hígado,59,47,12
2010,Chimaltenango,Secuelas de otros efectos y los no especificados de causas externas,56,47,9
2010,Chimaltenango,Otras septicemias,51,26,25
2010,Chimaltenango,Otras enfermedades pulmonares obstructivas crónicas,50,22,28
2010,Chimaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",103,63,40
2010,Chimaltenango,Otras causas,994,525,469
2010,Escuintla,"Agresión con disparo de otras armas de fuego, y las no especificadas",388,348,40
2010,Escuintla,"Neumonía, organismo no especificado",224,122,102
2010,Escuintla,Exposición a factores no especificados,213,176,37
2010,Escuintla,Infarto agudo del miocardio,191,108,83
2010,Escuintla,"Diabetes mellitus, no especificada",186,67,119
2010,Escuintla,Diarrea y gastroenteritis de presunto origen infeccioso,185,91,94
2010,Escuintla,Insuficiencia renal crónica,103,64,39
2010,Escuintla,Fibrosis y cirrosis del hígado,94,54,40
2010,Escuintla,Diabetes mellitus no insulinodependiente,74,25,49
2010,Escuintla,"Desnutrición proteicocalórica, no especificada",72,40,32
2010,Escuintla,Tumor maligno del hígado y de las vías biliares intrahepáticas,63,21,42
2010,Escuintla,Insuficiencia cardíaca,62,36,26
2010,Escuintla,Tumor maligno del estómago,49,25,24
2010,Escuintla,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",48,40,8
2010,Escuintla,Secuelas de otros efectos y los no especificados de causas externas,48,37,11
2010,Escuintla,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",417,230,187
2010,Escuintla,Otras causas,"1,498",901,597
2010,Santa Rosa,"Agresión con disparo de otras armas de fuego, y las no especificadas",193,174,19
2010,Santa Rosa,Infarto agudo del miocardio,191,109,82
2010,Santa Rosa,"Neumonía, organismo no especificado",149,85,64
2010,Santa Rosa,"Diabetes mellitus, no especificada",119,50,69
2010,Santa Rosa,Insuficiencia cardíaca,113,60,53
2010,Santa Rosa,Exposición a factores no especificados,93,72,21
2010,Santa Rosa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",75,41,34
2010,Santa Rosa,Tumor maligno del estómago,48,24,24
2010,Santa Rosa,Tumor maligno del hígado y de las vías biliares intrahepáticas,43,15,28
2010,Santa Rosa,Secuelas de otros efectos y los no especificados de causas externas,39,33,6
2010,Santa Rosa,Fibrosis y cirrosis del hígado,38,26,12
2010,Santa Rosa,"Desnutrición proteicocalórica, no especificada",34,18,16
2010,Santa Rosa,Insuficiencia renal crónica,33,19,14
2010,Santa Rosa,Diarrea y gastroenteritis de presunto origen infeccioso,29,15,14
2010,Santa Rosa,Diabetes mellitus no insulinodependiente,28,8,20
2010,Santa Rosa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",47,25,22
2010,Santa Rosa,Otras causas,862,494,368
2010,Solola,"Neumonía, organismo no especificado",259,139,120
2010,Solola,Exposición a factores no especificados,62,44,18
2010,Solola,Infarto agudo del miocardio,53,31,22
2010,Solola,"Diabetes mellitus, no especificada",52,25,27
2010,Solola,Trastornos mentales y del comportamiento debidos al uso de alcohol,52,45,7
2010,Solola,Diarrea y gastroenteritis de presunto origen infeccioso,47,22,25
2010,Solola,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias",44,37,7
2010,Solola,Fibrosis y cirrosis del hígado,39,27,12
2010,Solola,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",31,17,14
2010,Solola,"Desnutrición proteicocalórica, no especificada",27,8,19
2010,Solola,Secuelas de otros efectos y los no especificados de causas externas,24,21,3
2010,Solola,Insuficiencia cardíaca,23,11,12
2010,Solola,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",23,12,11
2010,Solola,Otras septicemias,22,10,12
2010,Solola,Enfermedad alcohólica del hígado,21,16,5
2010,Solola,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",216,112,104
2010,Solola,Otras causas,548,302,246
2010,Totonicapan,"Neumonía, organismo no especificado",526,270,256
2010,Totonicapan,Diarrea y gastroenteritis de presunto origen infeccioso,126,65,61
2010,Totonicapan,Trastornos mentales y del comportamiento debidos al uso de alcohol,107,97,10
2010,Totonicapan,Insuficiencia cardíaca,92,44,48
2010,Totonicapan,Infarto agudo del miocardio,88,42,46
2010,Totonicapan,"Diabetes mellitus, no especificada",76,41,35
2010,Totonicapan,Exposición a factores no especificados,76,64,12
2010,Totonicapan,Fibrosis y cirrosis del hígado,60,44,16
2010,Totonicapan,Hipertensión esencial (primaria),28,14,14
2010,Totonicapan,Secuelas de otros efectos y los no especificados de causas externas,28,23,5
2010,Totonicapan,Diabetes mellitus no insulinodependiente,27,15,12
2010,Totonicapan,Obstrucción no especificada de la respiración,27,18,9
2010,Totonicapan,Sepsis bacteriana del recién nacido,26,17,9
2010,Totonicapan,Úlcera gástrica,25,11,14
2010,Totonicapan,"Desnutrición proteicocalórica, no especificada",24,10,14
2010,Totonicapan,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",286,119,167
2010,Totonicapan,Otras causas,647,333,314
2010,Quetzaltenango,"Neumonía, organismo no especificado",346,182,164
2010,Quetzaltenango,"Diabetes mellitus, no especificada",245,100,145
2010,Quetzaltenango,Exposición a factores no especificados,175,129,46
2010,Quetzaltenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,164,144,20
2010,Quetzaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",150,130,20
2010,Quetzaltenango,"Desnutrición proteicocalórica, no especificada",110,46,64
2010,Quetzaltenango,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",108,72,36
2010,Quetzaltenango,Infarto agudo del miocardio,107,63,44
2010,Quetzaltenango,Tumor maligno del estómago,95,46,49
2010,Quetzaltenango,Enfermedad alcohólica del hígado,95,81,14
2010,Quetzaltenango,Insuficiencia cardíaca,90,46,44
2010,Quetzaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",88,46,42
2010,Quetzaltenango,Fibrosis y cirrosis del hígado,81,51,30
2010,Quetzaltenango,Diarrea y gastroenteritis de presunto origen infeccioso,70,33,37
2010,Quetzaltenango,Diabetes mellitus no insulinodependiente,68,33,35
2010,Quetzaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",253,125,128
2010,Quetzaltenango,Otras causas,"1,656",906,750
2010,Suchitepequez,"Neumonía, organismo no especificado",262,146,116
2010,Suchitepequez,"Diabetes mellitus, no especificada",132,52,80
2010,Suchitepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",120,107,13
2010,Suchitepequez,Exposición a factores no especificados,107,82,25
2010,Suchitepequez,Infarto agudo del miocardio,86,55,31
2010,Suchitepequez,Diarrea y gastroenteritis de presunto origen infeccioso,75,39,36
2010,Suchitepequez,Fibrosis y cirrosis del hígado,72,47,25
2010,Suchitepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,49,20,29
2010,Suchitepequez,Insuficiencia renal no especificada,46,29,17
2010,Suchitepequez,Tumor maligno de sitios no especificados,45,13,32
2010,Suchitepequez,"Desnutrición proteicocalórica, no especificada",44,26,18
2010,Suchitepequez,Insuficiencia renal crónica,41,28,13
2010,Suchitepequez,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada",41,35,6
2010,Suchitepequez,Tumor maligno del estómago,38,18,20
2010,Suchitepequez,Otras anemias,36,27,9
2010,Suchitepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",613,331,282
2010,Suchitepequez,Otras causas,987,579,408
2010,Retalhuleu,"Diabetes mellitus, no especificada",138,54,84
2010,Retalhuleu,"Neumonía, organismo no especificado",99,50,49
2010,Retalhuleu,Fibrosis y cirrosis del hígado,74,47,27
2010,Retalhuleu,Exposición a factores no especificados,61,50,11
2010,Retalhuleu,Infarto agudo del miocardio,60,32,28
2010,Retalhuleu,Insuficiencia renal crónica,54,38,16
2010,Retalhuleu,"Agresión con disparo de otras armas de fuego, y las no especificadas",54,53,1
2010,Retalhuleu,Insuficiencia cardíaca,45,27,18
2010,Retalhuleu,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",40,28,12
2010,Retalhuleu,Otras septicemias,36,22,14
2010,Retalhuleu,Diarrea y gastroenteritis de presunto origen infeccioso,35,22,13
2010,Retalhuleu,Tumor maligno del estómago,32,15,17
2010,Retalhuleu,Tumor maligno del hígado y de las vías biliares intrahepáticas,31,17,14
2010,Retalhuleu,Insuficiencia renal no especificada,31,21,10
2010,Retalhuleu,Secuelas de otros efectos y los no especificados de causas externas,25,18,7
2010,Retalhuleu,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",59,34,25
2010,Retalhuleu,Otras causas,638,371,267
2010,San Marcos,"Neumonía, organismo no especificado",810,467,343
2010,San Marcos,Infarto agudo del miocardio,215,111,104
2010,San Marcos,Diarrea y gastroenteritis de presunto origen infeccioso,207,117,90
2010,San Marcos,"Diabetes mellitus, no especificada",155,72,83
2010,San Marcos,"Desnutrición proteicocalórica, no especificada",148,78,70
2010,San Marcos,Exposición a factores no especificados,138,106,32
2010,San Marcos,"Agresión con disparo de otras armas de fuego, y las no especificadas",138,120,18
2010,San Marcos,Fibrosis y cirrosis del hígado,136,98,38
2010,San Marcos,Trastornos mentales y del comportamiento debidos al uso de alcohol,122,114,8
2010,San Marcos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",110,64,46
2010,San Marcos,Insuficiencia cardíaca,106,54,52
2010,San Marcos,Tumor maligno del estómago,94,45,49
2010,San Marcos,Úlcera gástrica,93,46,47
2010,San Marcos,Tumor maligno del hígado y de las vías biliares intrahepáticas,72,37,35
2010,San Marcos,Secuelas de otros efectos y los no especificados de causas externas,72,47,25
2010,San Marcos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",336,185,151
2010,San Marcos,Otras causas,"1,634",878,756
2010,Huehuetenango,"Neumonía, organismo no especificado",678,360,318
2010,Huehuetenango,Diarrea y gastroenteritis de presunto origen infeccioso,309,163,146
2010,Huehuetenango,"Diabetes mellitus, no especificada",140,57,83
2010,Huehuetenango,Tumor maligno del estómago,134,65,69
2010,Huehuetenango,Infarto agudo del miocardio,132,76,56
2010,Huehuetenango,Exposición a factores no especificados,116,95,21
2010,Huehuetenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",108,60,48
2010,Huehuetenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",101,85,16
2010,Huehuetenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,94,89,5
2010,Huehuetenango,Secuelas de otros efectos y los no especificados de causas externas,94,73,21
2010,Huehuetenango,Insuficiencia cardíaca,93,49,44
2010,Huehuetenango,Fibrosis y cirrosis del hígado,91,67,24
2010,Huehuetenango,Insuficiencia renal no especificada,81,37,44
2010,Huehuetenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,67,38,29
2010,Huehuetenango,Otras septicemias,63,41,22
2010,Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",292,156,136
2010,Huehuetenango,Otras causas,"1,673",865,808
2010,Quiche,"Neumonía, organismo no especificado",693,354,339
2010,Quiche,Diarrea y gastroenteritis de presunto origen infeccioso,357,165,192
2010,Quiche,Trastornos mentales y del comportamiento debidos al uso de alcohol,128,111,17
2010,Quiche,Exposición a factores no especificados,126,100,26
2010,Quiche,Infarto agudo del miocardio,114,61,53
2010,Quiche,"Diabetes mellitus, no especificada",94,40,54
2010,Quiche,Insuficiencia cardíaca,90,43,47
2010,Quiche,Otras septicemias,85,31,54
2010,Quiche,Tumor maligno del estómago,77,29,48
2010,Quiche,"Agresión con disparo de otras armas de fuego, y las no especificadas",76,70,6
2010,Quiche,"Desnutrición proteicocalórica, no especificada",59,33,26
2010,Quiche,Fibrosis y cirrosis del hígado,57,40,17
2010,Quiche,Obstrucción no especificada de la respiración,54,35,19
2010,Quiche,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",49,20,29
2010,Quiche,Secuelas de otros efectos y los no especificados de causas externas,49,36,13
2010,Quiche,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",419,197,222
