Año,Edad,Causa de muerte,Total,Hombres,Mujeres
2009,85 y más,"Diabetes mellitus, no especificada",232,91,141
2009,85 y más,Otras enfermedades pulmonares obstructivas crónicas,176,87,89
2009,85 y más,Tumor maligno del estómago,153,72,81
2009,85 y más,Diarrea y gastroenteritis de presunto origen infeccioso,140,69,71
2009,85 y más,Tumor maligno de la próstata,140,140,0
2009,85 y más,Otras enfermedades cerebrovasculares,139,48,91
2009,85 y más,Exposición a factores no especificados,136,81,55
2009,85 y más,Hipertensión esencial (primaria),116,38,78
2009,85 y más,Tumor maligno del hígado y de las vías biliares intrahepáticas,95,49,46
2009,85 y más,Insuficiencia renal crónica,86,46,40
2009,85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1144,497,647
2009,85 y más,Otras causas,1808,835,973
2010,1- 6 días,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",521,324,197
2010,1- 6 días,Hipoxia intrauterina,136,78,58
2010,1- 6 días,Síndromes de aspiración neonatal,119,59,60
2010,1- 6 días,Sepsis bacteriana del recién nacido,106,64,42
2010,1- 6 días,Neumonía congénita,78,47,31
2010,1- 6 días,"Otras malformaciones congénitas, no clasificadas en otra parte",65,35,30
2010,1- 6 días,Dificultad respiratoria del recién nacido,56,33,23
2010,1- 6 días,Trastornos cardiovasculares originados en el período perinatal,31,18,13
2010,1- 6 días,Otras malformaciones congénitas del corazón,28,17,11
2010,1- 6 días,Otras afecciones originadas en el período perinatal,21,13,8
2010,1- 6 días,"Neumonía, organismo no especificado",19,9,10
2010,1- 6 días,Anencefalia y malformaciones congénitas similares,19,6,13
2010,1- 6 días,Otras alteraciones de la regulación de la temperatura en el recién nacido,13,9,4
2010,1- 6 días,Hemorragia pulmonar originada en el período perinatal,11,7,4
2010,1- 6 días,Otras hemorragias neonatales,10,4,6
2010,1- 6 días,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",43,24,19
2010,1- 6 días,Otras causas,223,128,95
2010,7 - 27 días,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",400,224,176
2010,7 - 27 días,Sepsis bacteriana del recién nacido,209,113,96
2010,7 - 27 días,Neumonía congénita,159,98,61
2010,7 - 27 días,Hipoxia intrauterina,83,44,39
2010,7 - 27 días,Síndromes de aspiración neonatal,64,43,21
2010,7 - 27 días,Otras malformaciones congénitas del corazón,46,26,20
2010,7 - 27 días,"Neumonía, organismo no especificado",44,19,25
2010,7 - 27 días,Dificultad respiratoria del recién nacido,37,22,15
2010,7 - 27 días,"Otras malformaciones congénitas, no clasificadas en otra parte",35,21,14
2010,7 - 27 días,Enterocolitis necrotizante del feto y del recién nacido,32,21,11
2010,7 - 27 días,Coagulación intravascular diseminada en el feto y el recién nacido,29,18,11
2010,7 - 27 días,Otras afecciones originadas en el período perinatal,25,11,14
2010,7 - 27 días,Hemorragia pulmonar originada en el período perinatal,21,10,11
2010,7 - 27 días,Espina bífida,16,4,12
2010,7 - 27 días,Trastornos cardiovasculares originados en el período perinatal,15,10,5
2010,7 - 27 días,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",55,34,21
2010,7 - 27 días,Otras causas,292,169,123
2010,28 días a menos de 1 año,"Neumonía, organismo no especificado",1524,848,676
2010,28 días a menos de 1 año,Diarrea y gastroenteritis de presunto origen infeccioso,461,271,190
2010,28 días a menos de 1 año,Otras septicemias,242,128,114
2010,28 días a menos de 1 año,"Desnutrición proteicocalórica, no especificada",121,62,59
2010,28 días a menos de 1 año,Otras malformaciones congénitas del corazón,120,63,57
2010,28 días a menos de 1 año,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",108,56,52
2010,28 días a menos de 1 año,Obstrucción no especificada de la respiración,79,42,37
2010,28 días a menos de 1 año,"Desnutrición proteicocalórica severa, no especificada",51,26,25
2010,28 días a menos de 1 año,Sepsis bacteriana del recién nacido,51,38,13
2010,28 días a menos de 1 año,Otros trastornos respiratorios,48,21,27
2010,28 días a menos de 1 año,"Otras malformaciones congénitas, no clasificadas en otra parte",46,23,23
2010,28 días a menos de 1 año,Síndrome de Down,36,11,25
2010,28 días a menos de 1 año,"Neumonía bacteriana, no clasificada en otra parte",34,18,16
2010,28 días a menos de 1 año,Ileo paralítico y obstrucción intestinal sin hernia,33,17,16
2010,28 días a menos de 1 año,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",32,22,10
2010,28 días a menos de 1 año,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",339,182,157
2010,28 días a menos de 1 año,Otras causas,1001,561,440
2010,1 año,"Neumonía, organismo no especificado",530,278,252
2010,1 año,Diarrea y gastroenteritis de presunto origen infeccioso,438,250,188
2010,1 año,"Desnutrición proteicocalórica, no especificada",70,35,35
2010,1 año,Otras septicemias,64,45,19
2010,1 año,"Desnutrición proteicocalórica severa, no especificada",30,16,14
2010,1 año,Depleción del volumen,30,13,17
2010,1 año,Desnutrición proteicocalórica de grado moderado y leve,25,10,15
2010,1 año,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",24,12,12
2010,1 año,Otras malformaciones congénitas del corazón,19,11,8
2010,1 año,Exposición a factores no especificados,17,9,8
2010,1 año,"Neumonía bacteriana, no clasificada en otra parte",16,7,9
2010,1 año,Obstrucción no especificada de la respiración,16,6,10
2010,1 año,Hidrocéfalo,14,10,4
2010,1 año,"Parasitosis intestinal, sin otra especificación",12,7,5
2010,1 año,Bronquitis aguda,12,7,5
2010,1 año,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",101,48,53
2010,1 año,Otras causas,333,184,149
2010,2 años,"Neumonía, organismo no especificado",147,77,70
2010,2 años,Diarrea y gastroenteritis de presunto origen infeccioso,134,73,61
2010,2 años,"Desnutrición proteicocalórica, no especificada",43,26,17
2010,2 años,"Desnutrición proteicocalórica severa, no especificada",19,8,11
2010,2 años,Exposición a factores no especificados,18,9,9
2010,2 años,Otras septicemias,13,11,2
2010,2 años,Obstrucción no especificada de la respiración,13,7,6
2010,2 años,Depleción del volumen,12,7,5
2010,2 años,Secuelas de otros efectos y los no especificados de causas externas,9,8,1
2010,2 años,"Ahogamiento y sumersión, de intención no determinada",7,5,2
2010,2 años,Desnutrición proteicocalórica de grado moderado y leve,6,2,4
2010,2 años,"Neumonía bacteriana, no clasificada en otra parte",6,4,2
2010,2 años,Insuficiencia renal aguda,6,3,3
2010,2 años,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias",6,4,2
2010,2 años,"Parasitosis intestinal, sin otra especificación",5,1,4
2010,2 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",38,20,18
2010,2 años,Otras causas,181,103,78
2010,3 años,"Neumonía, organismo no especificado",68,29,39
2010,3 años,Diarrea y gastroenteritis de presunto origen infeccioso,63,33,30
2010,3 años,Exposición a factores no especificados,11,4,7
2010,3 años,"Desnutrición proteicocalórica, no especificada",8,4,4
2010,3 años,Otras septicemias,7,5,2
2010,3 años,Parálisis cerebral,7,2,5
2010,3 años,"Desnutrición proteicocalórica severa, no especificada",6,1,5
2010,3 años,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",6,5,1
2010,3 años,Tumor maligno del ojo y sus anexos,5,2,3
2010,3 años,Leucemia de células de tipo no especificado,5,4,1
2010,3 años,Otros trastornos del encéfalo,5,2,3
2010,3 años,"Ahogamiento y sumersión, de intención no determinada",5,2,3
2010,3 años,"Exposición al humo, fuego y llamas, de intención no determinada",5,4,1
2010,3 años,Otras anemias,4,3,1
2010,3 años,"Insuficiencia hepática, no clasificada en otra parte",4,3,1
2010,3 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",24,13,11
2010,3 años,Otras causas,99,53,46
2010,4 años,Diarrea y gastroenteritis de presunto origen infeccioso,35,13,22
2010,4 años,"Neumonía, organismo no especificado",30,12,18
2010,4 años,Otras septicemias,10,5,5
2010,4 años,Otros trastornos del encéfalo,7,1,6
2010,4 años,Exposición a factores no especificados,7,4,3
2010,4 años,"Desnutrición proteicocalórica, no especificada",6,3,3
2010,4 años,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias",6,1,5
2010,4 años,Leucemia linfoide,5,3,2
2010,4 años,Ahogamiento y sumersión no especificados,5,2,3
2010,4 años,"Desnutrición proteicocalórica severa, no especificada",4,2,2
2010,4 años,"Otras malformaciones congénitas, no clasificadas en otra parte",4,3,1
2010,4 años,Fiebre del dengue [dengue clásico],3,1,2
2010,4 años,Fiebre del dengue hemorrágico,3,1,2
2010,4 años,"Parasitosis intestinal, sin otra especificación",3,1,2
2010,4 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",18,10,8
2010,4 años,Otras causas,78,43,35
2010,5 - 9 años,"Neumonía, organismo no especificado",114,61,53
2010,5 - 9 años,Diarrea y gastroenteritis de presunto origen infeccioso,79,40,39
2010,5 - 9 años,Exposición a factores no especificados,60,41,19
2010,5 - 9 años,Secuelas de otros efectos y los no especificados de causas externas,31,14,17
2010,5 - 9 años,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias",23,14,9
2010,5 - 9 años,"Desnutrición proteicocalórica, no especificada",22,9,13
2010,5 - 9 años,Otras septicemias,21,12,9
2010,5 - 9 años,Otros trastornos del encéfalo,19,12,7
2010,5 - 9 años,Parálisis cerebral,16,9,7
2010,5 - 9 años,Epilepsia,14,9,5
2010,5 - 9 años,Leucemia de células de tipo no especificado,13,7,6
2010,5 - 9 años,Leucemia linfoide,12,8,4
2010,5 - 9 años,Fiebre del dengue hemorrágico,11,2,9
2010,5 - 9 años,Tumor maligno del encéfalo,10,7,3
2010,5 - 9 años,"Ahogamiento y sumersión, de intención no determinada",10,6,4
2010,5 - 9 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",62,40,22
2010,5 - 9 años,Otras causas,305,168,137
2010,10 - 14 años,Exposición a factores no especificados,91,69,22
2010,10 - 14 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",73,42,31
2010,10 - 14 años,"Neumonía, organismo no especificado",69,51,18
2010,10 - 14 años,Diarrea y gastroenteritis de presunto origen infeccioso,37,20,17
2010,10 - 14 años,Secuelas de otros efectos y los no especificados de causas externas,25,15,10
2010,10 - 14 años,Leucemia linfoide,24,13,11
2010,10 - 14 años,Ahogamiento y sumersión no especificados,20,12,8
2010,10 - 14 años,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada",20,15,5
2010,10 - 14 años,Otras septicemias,17,7,10
2010,10 - 14 años,Epilepsia,17,10,7
2010,10 - 14 años,"Ahogamiento y sumersión, de intención no determinada",17,9,8
2010,10 - 14 años,Insuficiencia renal no especificada,16,9,7
2010,10 - 14 años,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada",16,12,4
2010,10 - 14 años,"Desnutrición proteicocalórica, no especificada",14,10,4
2010,10 - 14 años,Leucemia de células de tipo no especificado,13,6,7
2010,10 - 14 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",50,33,17
2010,10 - 14 años,Otras causas,402,234,168
2010,15 - 19 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",677,605,72
2010,15 - 19 años,Exposición a factores no especificados,185,159,26
2010,15 - 19 años,Secuelas de otros efectos y los no especificados de causas externas,91,79,12
2010,15 - 19 años,"Neumonía, organismo no especificado",88,56,32
2010,15 - 19 años,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada",73,66,7
2010,15 - 19 años,Agresión con objeto cortante,43,33,10
2010,15 - 19 años,Diarrea y gastroenteritis de presunto origen infeccioso,40,20,20
2010,15 - 19 años,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada",39,25,14
2010,15 - 19 años,"Ahogamiento y sumersión, de intención no determinada",37,29,8
2010,15 - 19 años,Insuficiencia renal crónica,36,16,20
2010,15 - 19 años,Otras septicemias,29,14,15
2010,15 - 19 años,Infarto agudo del miocardio,29,19,10
2010,15 - 19 años,Ahogamiento y sumersión no especificados,29,25,4
2010,15 - 19 años,"Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada",28,15,13
2010,15 - 19 años,"Envenenamiento por, y exposición a plaguicidas, de intención no determinada",26,15,11
2010,15 - 19 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",94,59,35
2010,15 - 19 años,Otras causas,725,386,339
2010,20 - 24 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",896,829,67
2010,20 - 24 años,Exposición a factores no especificados,266,243,23
2010,20 - 24 años,Secuelas de otros efectos y los no especificados de causas externas,119,101,18
2010,20 - 24 años,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada",119,107,12
2010,20 - 24 años,"Neumonía, organismo no especificado",103,61,42
2010,20 - 24 años,Diarrea y gastroenteritis de presunto origen infeccioso,55,30,25
2010,20 - 24 años,Agresión con objeto cortante,53,45,8
2010,20 - 24 años,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada",44,34,10
2010,20 - 24 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,43,42,1
2010,20 - 24 años,"Envenenamiento por, y exposición a plaguicidas, de intención no determinada",40,24,16
2010,20 - 24 años,Infarto agudo del miocardio,35,20,15
2010,20 - 24 años,"Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada",35,21,14
2010,20 - 24 años,Insuficiencia renal crónica,33,17,16
2010,20 - 24 años,Otras septicemias,30,13,17
2010,20 - 24 años,"Ahogamiento y sumersión, de intención no determinada",28,25,3
2010,20 - 24 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",91,51,40
2010,20 - 24 años,Otras causas,900,494,406
2010,25 - 29 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",781,719,62
2010,25 - 29 años,Exposición a factores no especificados,312,286,26
2010,25 - 29 años,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada",108,94,14
2010,25 - 29 años,Secuelas de otros efectos y los no especificados de causas externas,105,94,11
2010,25 - 29 años,"Neumonía, organismo no especificado",100,62,38
2010,25 - 29 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,75,72,3
2010,25 - 29 años,Agresión con objeto cortante,66,54,12
2010,25 - 29 años,Diarrea y gastroenteritis de presunto origen infeccioso,53,34,19
2010,25 - 29 años,Infarto agudo del miocardio,51,31,20
2010,25 - 29 años,Fibrosis y cirrosis del hígado,41,39,2
2010,25 - 29 años,"Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en enfermedades infecciosas y parasitarias",40,26,14
