Año,Tipo,Departamento_residencia,Todas las causas,Total,Hombres,Mujeres,Ignorado
2009,Internos,San Marcos,Hernia no especificada de la cavidad abdominal,35,21,14,
2009,Internos,San Marcos,Otros trastornos del ojo y sus anexos,31,21,10,
2009,Internos,San Marcos,"Apendicitis, no especificada",28,13,14,1
2009,Internos,San Marcos,Otros traumatismos y los no especificados de la cabeza,28,18,10,
2009,Internos,San Marcos,"Estado de embarazo, incidental",28,,28,
2009,Internos,San Marcos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",340,146,192,2
2009,Internos,San Marcos,Otras causas,1661,743,911,7
2009,Internos,Huehuetenango,Parto único por cesárea,290,,290,
2009,Internos,Huehuetenango,Nacidos vivos según lugar de nacimiento,228,106,122,
2009,Internos,Huehuetenango,"Neumonía, organismo no especificado",179,95,83,1
2009,Internos,Huehuetenango,Apendicitis aguda,159,80,79,
2009,Internos,Huehuetenango,Parto único espontáneo,138,,138,
2009,Internos,Huehuetenango,Otras cataratas,130,67,63,
2009,Internos,Huehuetenango,Colecistitis,105,25,80,
2009,Internos,Huehuetenango,Diarrea y gastroenteritis de presunto origen infeccioso,98,51,47,
2009,Internos,Huehuetenango,Colelitiasis,83,25,58,
2009,Internos,Huehuetenango,Cuerpo extraño en parte externa del ojo,75,47,28,
2009,Internos,Huehuetenango,Hiperplasia de la próstata,60,60,,
2009,Internos,Huehuetenango,Leiomioma del útero,59,,59,
2009,Internos,Huehuetenango,"Diabetes mellitus, no especificada",59,26,33,
2009,Internos,Huehuetenango,Traumatismo del ojo y de la órbita,54,27,27,
2009,Internos,Huehuetenango,Otros traumatismos y los no especificados de la cabeza,51,34,17,
2009,Internos,Huehuetenango,Hernia inguinal,50,37,13,
2009,Internos,Huehuetenango,Traumatismo de regiones no especificadas del cuerpo,50,33,17,
2009,Internos,Huehuetenango,Aborto no especificado,49,,49,
2009,Internos,Huehuetenango,Hipertensión esencial (primaria),45,20,23,2
2009,Internos,Huehuetenango,Otras enfermedades del estómago y del duodeno,45,14,31,
2009,Internos,Huehuetenango,"Apendicitis, no especificada",40,18,22,
2009,Internos,Huehuetenango,Fiebres tifoidea y paratifoidea,33,18,14,1
2009,Internos,Huehuetenango,Infecciones intestinales debidas a virus y otros organismos especificados,33,14,19,
2009,Internos,Huehuetenango,"Otros trastornos no inflamatorios del útero, excepto del cuello",33,,33,
2009,Internos,Huehuetenango,Otros trastornos del sistema urinario,32,13,19,
2009,Internos,Huehuetenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,31,30,1,
2009,Internos,Huehuetenango,"Fractura de la pierna, inclusive del tobillo",30,19,11,
2009,Internos,Huehuetenango,Hernia no especificada de la cavidad abdominal,29,20,9,
2009,Internos,Huehuetenango,Conjuntivitis,25,17,8,
2009,Internos,Huehuetenango,Otros trastornos del ojo y sus anexos,25,13,11,1
2009,Internos,Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",146,63,83,
2009,Internos,Huehuetenango,Otras causas,1207,545,659,3
2009,Internos,Quiche,Diarrea y gastroenteritis de presunto origen infeccioso,146,79,67,
2009,Internos,Quiche,"Neumonía, organismo no especificado",132,65,67,
2009,Internos,Quiche,Nacidos vivos según lugar de nacimiento,129,72,57,
2009,Internos,Quiche,Parto único espontáneo,104,,104,
2009,Internos,Quiche,Parto único por cesárea,92,,92,
2009,Internos,Quiche,Otros trastornos del sistema urinario,86,19,67,
2009,Internos,Quiche,Trastornos mentales y del comportamiento debidos al uso de alcohol,78,72,6,
2009,Internos,Quiche,Hernia no especificada de la cavidad abdominal,76,43,33,
2009,Internos,Quiche,Otras enfermedades del estómago y del duodeno,61,16,45,
2009,Internos,Quiche,Colecistitis,60,15,45,
2009,Internos,Quiche,Otras cataratas,52,26,26,
2009,Internos,Quiche,Hernia inguinal,50,36,14,
2009,Internos,Quiche,"Otros trastornos no inflamatorios del útero, excepto del cuello",47,,47,
2009,Internos,Quiche,"Diabetes mellitus, no especificada",44,23,21,
2009,Internos,Quiche,Otras enfermedades de la vesícula biliar,44,9,35,
2009,Internos,Quiche,Aborto no especificado,42,,42,
2009,Internos,Quiche,Apendicitis aguda,32,15,17,
2009,Internos,Quiche,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,27,14,13,
2009,Internos,Quiche,Leiomioma del útero,26,,26,
2009,Internos,Quiche,Fiebres tifoidea y paratifoidea,25,9,16,
2009,Internos,Quiche,Hiperplasia de la próstata,23,23,,
2009,Internos,Quiche,Traumatismo de regiones no especificadas del cuerpo,22,13,9,
2009,Internos,Quiche,Procedimientos para otros propósitos que no sean los de mejorar el estado de salud,22,12,10,
2009,Internos,Quiche,Otras enfermedades del apéndice,21,11,10,
2009,Internos,Quiche,Cirugía profiláctica,20,7,12,1
2009,Internos,Quiche,Otros traumatismos y los no especificados de la cabeza,19,10,9,
2009,Internos,Quiche,Tumor benigno de otros sitios y de los no especificados,17,10,7,
2009,Internos,Quiche,"Traumatismos múltiples, no especificados",17,9,8,
2009,Internos,Quiche,Prolapso genital femenino,15,,15,
2009,Internos,Quiche,Tumor maligno del cuello del útero,12,,12,
2009,Internos,Quiche,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",117,49,67,1
2009,Internos,Quiche,Otras causas,709,318,391,
2009,Internos,Baja Verapaz,Parto único espontáneo,34,,34,
2009,Internos,Baja Verapaz,Colecistitis,31,5,26,
2009,Internos,Baja Verapaz,Diarrea y gastroenteritis de presunto origen infeccioso,28,10,17,1
2009,Internos,Baja Verapaz,Parto único por cesárea,26,,26,
2009,Internos,Baja Verapaz,Otros trastornos del sistema urinario,25,5,20,
2009,Internos,Baja Verapaz,Hernia inguinal,21,12,9,
2009,Internos,Baja Verapaz,Nacidos vivos según lugar de nacimiento,20,9,11,
2009,Internos,Baja Verapaz,"Neumonía, organismo no especificado",19,7,12,
2009,Internos,Baja Verapaz,Apendicitis aguda,16,9,7,
2009,Internos,Baja Verapaz,Leiomioma del útero,15,,15,
2009,Internos,Baja Verapaz,Hipertensión esencial (primaria),13,4,9,
2009,Internos,Baja Verapaz,Aborto no especificado,12,,12,
2009,Internos,Baja Verapaz,Otras cataratas,10,3,7,
2009,Internos,Baja Verapaz,Bronquitis aguda,8,3,5,
2009,Internos,Baja Verapaz,"Otros trastornos no inflamatorios del útero, excepto del cuello",8,,8,
2009,Internos,Baja Verapaz,Otros traumatismos y los no especificados de la cabeza,7,6,1,
2009,Internos,Baja Verapaz,Fractura del fémur,7,4,3,
2009,Internos,Baja Verapaz,Traumatismo de regiones no especificadas del cuerpo,7,3,4,
2009,Internos,Baja Verapaz,"Diabetes mellitus, no especificada",6,3,3,
2009,Internos,Baja Verapaz,Hiperplasia de la próstata,6,6,,
2009,Internos,Baja Verapaz,Endometriosis,6,,6,
2009,Internos,Baja Verapaz,Prolapso genital femenino,6,,6,
2009,Internos,Baja Verapaz,Otras hemorragias uterinas o vaginales anormales,6,,6,
2009,Internos,Baja Verapaz,Labio leporino,6,3,3,
2009,Internos,Baja Verapaz,"Fractura de la pierna, inclusive del tobillo",6,5,1,
2009,Internos,Baja Verapaz,Depleción del volumen,5,3,2,
2009,Internos,Baja Verapaz,"Bronquitis, no especificada como aguda o crónica",5,4,1,
2009,Internos,Baja Verapaz,Colelitiasis,5,1,4,
2009,Internos,Baja Verapaz,Fiebres tifoidea y paratifoidea,4,2,2,
2009,Internos,Baja Verapaz,Infecciones intestinales debidas a virus y otros organismos especificados,4,1,3,
2009,Internos,Baja Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",21,12,8,1
2009,Internos,Baja Verapaz,Otras causas,223,95,128,
2009,Internos,Alta Verapaz,Nacidos vivos según lugar de nacimiento,1307,635,672,
2009,Internos,Alta Verapaz,Parto único espontáneo,719,,719,
2009,Internos,Alta Verapaz,Parto único por cesárea,618,,618,
2009,Internos,Alta Verapaz,"Neumonía, organismo no especificado",264,130,134,
2009,Internos,Alta Verapaz,Otros trastornos del sistema urinario,197,40,157,
2009,Internos,Alta Verapaz,Diarrea y gastroenteritis de presunto origen infeccioso,181,101,80,
2009,Internos,Alta Verapaz,Aborto no especificado,156,,156,
2009,Internos,Alta Verapaz,Colecistitis,109,24,85,
2009,Internos,Alta Verapaz,Hipertensión esencial (primaria),102,33,69,
2009,Internos,Alta Verapaz,Apendicitis aguda,96,46,49,1
2009,Internos,Alta Verapaz,Infección de las vías genitourinarias en el embarazo,89,,89,
2009,Internos,Alta Verapaz,Otras enfermedades del estómago y del duodeno,82,26,56,
2009,Internos,Alta Verapaz,Hemorragia precoz del embarazo,80,,80,
2009,Internos,Alta Verapaz,Hernia inguinal,78,43,35,
2009,Internos,Alta Verapaz,"Diabetes mellitus, no especificada",54,29,25,
2009,Internos,Alta Verapaz,Bronquitis aguda,54,26,28,
2009,Internos,Alta Verapaz,Cálculo del riñón y del uréter,54,29,25,
2009,Internos,Alta Verapaz,Sepsis bacteriana del recién nacido,49,20,29,
2009,Internos,Alta Verapaz,"Otros trastornos no inflamatorios del útero, excepto del cuello",45,,45,
2009,Internos,Alta Verapaz,"Apendicitis, no especificada",44,24,20,
2009,Internos,Alta Verapaz,Colelitiasis,44,10,34,
2009,Internos,Alta Verapaz,Depleción del volumen,42,23,19,
2009,Internos,Alta Verapaz,Otras cataratas,40,14,24,2
2009,Internos,Alta Verapaz,Hiperplasia de la próstata,38,38,,
2009,Internos,Alta Verapaz,Leiomioma del útero,35,,35,
2009,Internos,Alta Verapaz,Falso trabajo de parto,33,,33,
2009,Internos,Alta Verapaz,Endometriosis,31,,31,
2009,Internos,Alta Verapaz,Otras enfermedades pulmonares obstructivas crónicas,29,21,8,
2009,Internos,Alta Verapaz,Diabetes mellitus no insulinodependiente,25,15,10,
2009,Internos,Alta Verapaz,"Estado de embarazo, incidental",25,,25,
2009,Internos,Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",167,67,100,
2009,Internos,Alta Verapaz,Otras causas,1100,481,619,
2009,Internos,Peten,Nacidos vivos según lugar de nacimiento,78,37,41,
2009,Internos,Peten,Parto único por cesárea,45,,45,
2009,Internos,Peten,Parto único espontáneo,43,,43,
2009,Internos,Peten,Hernia inguinal,20,15,5,
2009,Internos,Peten,Colecistitis,17,5,12,
2009,Internos,Peten,Fiebre del dengue [dengue clásico],12,6,6,
2009,Internos,Peten,Diarrea y gastroenteritis de presunto origen infeccioso,11,7,4,
2009,Internos,Peten,Hernia umbilical,11,2,9,
2009,Internos,Peten,"Traumatismos múltiples, no especificados",11,6,5,
2009,Internos,Peten,Hipertensión esencial (primaria),10,4,6,
2009,Internos,Peten,"Neumonía, organismo no especificado",10,5,5,
2009,Internos,Peten,Otras cataratas,9,6,3,
2009,Internos,Peten,Labio leporino,9,4,5,
2009,Internos,Peten,Tumor maligno del cuello del útero,8,,8,
2009,Internos,Peten,"Otros trastornos no inflamatorios del útero, excepto del cuello",8,,8,
2009,Internos,Peten,"Diabetes mellitus, no especificada",7,,7,
2009,Internos,Peten,Depleción del volumen,7,3,4,
2009,Internos,Peten,Apendicitis aguda,7,1,6,
2009,Internos,Peten,Tumor benigno de otros sitios y de los no especificados,6,2,4,
2009,Internos,Peten,Amigdalitis aguda,6,3,3,
2009,Internos,Peten,Hiperplasia de la próstata,6,6,,
2009,Internos,Peten,Endometriosis,6,,6,
2009,Internos,Peten,Aborto no especificado,6,,6,
2009,Internos,Peten,Infecciones intestinales debidas a virus y otros organismos especificados,5,3,2,
2009,Internos,Peten,Otros trastornos de la nariz y de los senos paranasales,5,3,2,
2009,Internos,Peten,Enfermedades crónicas de las amígdalas y de las adenoides,5,5,,
2009,Internos,Peten,Otras enfermedades del estómago y del duodeno,5,3,2,
2009,Internos,Peten,Cálculo del riñón y del uréter,5,3,2,
2009,Internos,Peten,Otros trastornos del sistema urinario,5,3,2,
2009,Internos,Peten,Masa no especificada en la mama,5,1,4,
2009,Internos,Peten,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",63,16,47,
2009,Internos,Peten,Otras causas,235,98,137,
2009,Internos,Izabal,Nacidos vivos según lugar de nacimiento,201,100,101,
2009,Internos,Izabal,Parto único por cesárea,179,,179,
2009,Internos,Izabal,Fiebre del dengue [dengue clásico],156,67,89,
2009,Internos,Izabal,Diarrea y gastroenteritis de presunto origen infeccioso,82,39,43,
2009,Internos,Izabal,Hipertensión esencial (primaria),47,17,30,
2009,Internos,Izabal,"Diabetes mellitus, no especificada",46,19,27,
2009,Internos,Izabal,"Neumonía, organismo no especificado",39,22,17,
2009,Internos,Izabal,Colecistitis,38,5,33,
2009,Internos,Izabal,Parto único espontáneo,35,,35,
2009,Internos,Izabal,"Otros trastornos no inflamatorios del útero, excepto del cuello",27,,27,
2009,Internos,Izabal,Apendicitis aguda,25,14,11,
2009,Internos,Izabal,"Traumatismos múltiples, no especificados",24,13,11,
2009,Internos,Izabal,Fiebre del dengue hemorrágico,22,11,11,
2009,Internos,Izabal,Aborto no especificado,21,,21,
2009,Internos,Izabal,Cálculo del riñón y del uréter,19,11,8,
2009,Internos,Izabal,Traumatismo de regiones no especificadas del cuerpo,18,14,4,
2009,Internos,Izabal,Bronquitis aguda,16,12,4,
2009,Internos,Izabal,Hemorragia precoz del embarazo,16,,16,
2009,Internos,Izabal,Otras enfermedades del estómago y del duodeno,15,3,12,
2009,Internos,Izabal,Hernia inguinal,15,7,8,
2009,Internos,Izabal,Fractura del antebrazo,15,7,8,
2009,Internos,Izabal,Otros trastornos del sistema urinario,14,3,11,
2009,Internos,Izabal,Infecciones intestinales debidas a virus y otros organismos especificados,12,9,3,
2009,Internos,Izabal,Leiomioma del útero,12,,12,
2009,Internos,Izabal,Hiperplasia de la próstata,12,12,,
2009,Internos,Izabal,Otros traumatismos y los no especificados de la cabeza,11,8,3,
2009,Internos,Izabal,Fractura del fémur,11,5,6,
2009,Internos,Izabal,Fiebres tifoidea y paratifoidea,10,5,5,
2009,Internos,Izabal,Insuficiencia cardíaca,10,6,4,
2009,Internos,Izabal,Gastritis y duodenitis,10,5,5,
2009,Internos,Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",125,44,79,2
2009,Internos,Izabal,Otras causas,572,254,318,
2009,Internos,Zacapa,Parto único por cesárea,148,,148,
2009,Internos,Zacapa,Nacidos vivos según lugar de nacimiento,129,62,65,2
2009,Internos,Zacapa,Diarrea y gastroenteritis de presunto origen infeccioso,64,31,33,
2009,Internos,Zacapa,Colecistitis,58,12,46,
2009,Internos,Zacapa,Parto único espontáneo,49,,49,
2009,Internos,Zacapa,Aborto no especificado,43,,43,
2009,Internos,Zacapa,"Otros trastornos no inflamatorios del útero, excepto del cuello",42,,42,
2009,Internos,Zacapa,Apendicitis aguda,38,18,20,
2009,Internos,Zacapa,"Neumonía, organismo no especificado",32,19,13,
2009,Internos,Zacapa,Otras enfermedades del estómago y del duodeno,27,5,22,
2009,Internos,Zacapa,"Diabetes mellitus, no especificada",24,8,16,
2009,Internos,Zacapa,Hipertensión esencial (primaria),20,9,11,
2009,Internos,Zacapa,Colelitiasis,20,5,15,
2009,Internos,Zacapa,Fiebre del dengue hemorrágico,19,9,10,
2009,Internos,Zacapa,Fiebre del dengue [dengue clásico],17,9,8,
2009,Internos,Zacapa,Trastornos mentales y del comportamiento debidos al uso de alcohol,17,17,,
2009,Internos,Zacapa,Fractura del fémur,17,7,10,
2009,Internos,Zacapa,Otras enfermedades de la vesícula biliar,16,2,14,
2009,Internos,Zacapa,"Traumatismos múltiples, no especificados",14,11,3,
2009,Internos,Zacapa,Traumatismo de regiones no especificadas del cuerpo,14,9,5,
2009,Internos,Zacapa,Depleción del volumen,13,8,5,
2009,Internos,Zacapa,Otros trastornos de ansiedad,13,5,8,
2009,Internos,Zacapa,Otras cataratas,13,9,4,
2009,Internos,Zacapa,Amigdalitis aguda,13,4,9,
2009,Internos,Zacapa,"Apendicitis, no especificada",13,6,7,
2009,Internos,Zacapa,Hiperplasia de la próstata,13,13,,
2009,Internos,Zacapa,Otros trastornos de la próstata,12,12,,
2009,Internos,Zacapa,"Fractura de la pierna, inclusive del tobillo",12,9,3,
2009,Internos,Zacapa,Otros estados postquirúrgicos,12,4,8,
2009,Internos,Zacapa,Diabetes mellitus no insulinodependiente,11,7,4,
2009,Internos,Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",59,29,30,
2009,Internos,Zacapa,Otras causas,573,248,325,
2009,Internos,Chiquimula,Nacidos vivos según lugar de nacimiento,261,131,130,
2009,Internos,Chiquimula,Parto único por cesárea,150,,150,
2009,Internos,Chiquimula,Parto único espontáneo,115,,115,
2009,Internos,Chiquimula,Fiebre del dengue [dengue clásico],96,46,50,
2009,Internos,Chiquimula,Diarrea y gastroenteritis de presunto origen infeccioso,86,35,50,1
2009,Internos,Chiquimula,"Diabetes mellitus, no especificada",61,22,39,
2009,Internos,Chiquimula,Infecciones intestinales debidas a virus y otros organismos especificados,59,26,33,
2009,Internos,Chiquimula,"Neumonía, organismo no especificado",53,24,29,
2009,Internos,Chiquimula,Colecistitis,49,9,39,1
2009,Internos,Chiquimula,"Otros trastornos no inflamatorios del útero, excepto del cuello",47,,47,
2009,Internos,Chiquimula,Otras enfermedades del estómago y del duodeno,42,13,28,1
